id,created_at,updated_at,instrument,bar_type,priced_at,open_price,high_price,low_price,close_price,last_price,prev_close,annual_cash_dividend_per_10,annual_dividend_per_share,annual_dividend_yield_pct,annual_dividend_report,volume,turnover,source
46,2026-03-07 16:52:17.113239+00:00,2026-03-07 16:52:17.113247+00:00,1,spot,2026-03-07 16:52:17.110559+00:00,,,,,2992.7021,2988.4505,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
45,2026-03-07 16:51:19.314880+00:00,2026-03-07 16:51:19.314892+00:00,24,spot,2026-03-07 16:51:19.312730+00:00,,,,,0.8826,0.8839,,,,,0E-8,0.0000,yfinance.fast_info
44,2026-03-07 16:51:19.032688+00:00,2026-03-07 16:51:19.032710+00:00,9,spot,2026-03-07 16:51:19.029219+00:00,,,,,6.9031,6.9145,,,,,0E-8,0.0000,yfinance.fast_info
43,2026-03-07 16:51:16.474368+00:00,2026-03-07 16:51:16.474381+00:00,7,spot,2026-03-07 16:51:16.472031+00:00,,,,,1427.3530,1427.2250,,,,,0E-8,0.0000,akshare.stock_zh_index_daily.fallback_close
42,2026-03-07 16:51:14.747448+00:00,2026-03-07 16:51:14.747457+00:00,6,spot,2026-03-07 16:51:14.745476+00:00,,,,,4947.5000,4796.3301,,,,,0E-8,0.0000,yfinance.fast_info
41,2026-03-07 16:51:13.641806+00:00,2026-03-07 16:51:13.641813+00:00,5,spot,2026-03-07 16:51:13.640865+00:00,,,,,1414.3943,1405.3534,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
40,2026-03-07 16:51:12.817335+00:00,2026-03-07 16:51:12.817346+00:00,4,spot,2026-03-07 16:51:12.815943+00:00,,,,,3229.3020,3216.9390,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
39,2026-03-07 16:51:11.736953+00:00,2026-03-07 16:51:11.736960+00:00,3,spot,2026-03-07 16:51:11.735891+00:00,,,,,8248.8569,8171.1194,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
38,2026-03-07 16:51:10.840529+00:00,2026-03-07 16:51:10.840536+00:00,2,spot,2026-03-07 16:51:10.839534+00:00,,,,,4660.4390,4647.6921,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
37,2026-03-07 16:51:09.798469+00:00,2026-03-07 16:51:09.798493+00:00,1,spot,2026-03-07 16:51:09.793779+00:00,,,,,2992.7021,2988.4505,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
36,2026-03-07 16:48:52.874306+00:00,2026-03-07 16:48:52.874321+00:00,24,spot,2026-03-07 16:48:52.869336+00:00,,,,,0.8826,0.8839,,,,,0E-8,0.0000,yfinance.fast_info
35,2026-03-07 16:45:44.554248+00:00,2026-03-07 16:45:44.554252+00:00,7,spot,2026-03-07 16:45:44.553361+00:00,,,,,1427.3530,1427.2250,,,,,0E-8,0.0000,akshare.stock_zh_index_daily.fallback_close
34,2026-03-07 16:45:43.129226+00:00,2026-03-07 16:45:43.129243+00:00,6,spot,2026-03-07 16:45:43.125383+00:00,,,,,4947.5000,4796.3301,,,,,0E-8,0.0000,yfinance.fast_info
33,2026-03-07 16:45:41.846922+00:00,2026-03-07 16:45:41.846928+00:00,5,spot,2026-03-07 16:45:41.845980+00:00,,,,,1414.3943,1405.3534,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
32,2026-03-07 16:45:41.057781+00:00,2026-03-07 16:45:41.057788+00:00,4,spot,2026-03-07 16:45:41.056405+00:00,,,,,3229.3020,3216.9390,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
31,2026-03-07 16:45:40.258576+00:00,2026-03-07 16:45:40.258582+00:00,3,spot,2026-03-07 16:45:40.257620+00:00,,,,,8248.8569,8171.1194,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
30,2026-03-07 16:45:39.446173+00:00,2026-03-07 16:45:39.446178+00:00,2,spot,2026-03-07 16:45:39.445346+00:00,,,,,4660.4390,4647.6921,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
29,2026-03-07 16:45:38.672926+00:00,2026-03-07 16:45:38.672934+00:00,1,spot,2026-03-07 16:45:38.670815+00:00,,,,,2992.7021,2988.4505,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
28,2026-03-07 16:45:08.658433+00:00,2026-03-07 16:45:08.658438+00:00,7,spot,2026-03-07 16:45:08.657636+00:00,,,,,1427.3530,1427.2250,,,,,0E-8,0.0000,akshare.stock_zh_index_daily.fallback_close
27,2026-03-07 16:45:06.175008+00:00,2026-03-07 16:45:06.175014+00:00,5,spot,2026-03-07 16:45:06.174125+00:00,,,,,1414.3943,1405.3534,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
26,2026-03-07 16:45:05.370118+00:00,2026-03-07 16:45:05.370125+00:00,4,spot,2026-03-07 16:45:05.369130+00:00,,,,,3229.3020,3216.9390,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
25,2026-03-07 16:45:04.478821+00:00,2026-03-07 16:45:04.478827+00:00,3,spot,2026-03-07 16:45:04.477926+00:00,,,,,8248.8569,8171.1194,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
24,2026-03-07 16:45:03.631891+00:00,2026-03-07 16:45:03.631896+00:00,2,spot,2026-03-07 16:45:03.631102+00:00,,,,,4660.4390,4647.6921,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
23,2026-03-07 16:45:02.791811+00:00,2026-03-07 16:45:02.791822+00:00,1,spot,2026-03-07 16:45:02.788098+00:00,,,,,2992.7021,2988.4505,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
22,2026-03-07 16:42:02.161348+00:00,2026-03-07 16:42:02.161359+00:00,5,spot,2026-03-07 16:42:02.159703+00:00,,,,,1414.3943,1405.3534,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
21,2026-03-07 16:42:00.741353+00:00,2026-03-07 16:42:00.741360+00:00,4,spot,2026-03-07 16:42:00.740297+00:00,,,,,3229.3020,3216.9390,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
20,2026-03-07 16:41:59.846475+00:00,2026-03-07 16:41:59.846482+00:00,3,spot,2026-03-07 16:41:59.845473+00:00,,,,,8248.8569,8171.1194,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
19,2026-03-07 16:41:58.928290+00:00,2026-03-07 16:41:58.928298+00:00,2,spot,2026-03-07 16:41:58.927121+00:00,,,,,4660.4390,4647.6921,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
18,2026-03-07 16:41:58.064118+00:00,2026-03-07 16:41:58.064129+00:00,1,spot,2026-03-07 16:41:58.060289+00:00,,,,,2992.7021,2988.4505,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
17,2026-03-07 16:37:12.169396+00:00,2026-03-07 16:37:12.169405+00:00,5,spot,2026-03-07 16:37:12.168081+00:00,,,,,1414.3943,1405.3534,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
16,2026-03-07 16:37:11.266404+00:00,2026-03-07 16:37:11.266411+00:00,4,spot,2026-03-07 16:37:11.265340+00:00,,,,,3229.3020,3216.9390,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
15,2026-03-07 16:37:10.318632+00:00,2026-03-07 16:37:10.318640+00:00,3,spot,2026-03-07 16:37:10.317347+00:00,,,,,8248.8569,8171.1194,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
14,2026-03-07 16:37:09.549056+00:00,2026-03-07 16:37:09.549064+00:00,2,spot,2026-03-07 16:37:09.547804+00:00,,,,,4660.4390,4647.6921,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
13,2026-03-07 16:37:08.745945+00:00,2026-03-07 16:37:08.745959+00:00,1,spot,2026-03-07 16:37:08.741230+00:00,,,,,2992.7021,2988.4505,,,,,0E-8,0.0000,akshare.stock_zh_index_spot_sina
4,2026-03-07 16:31:46.423063+00:00,2026-03-07 16:34:04.344101+00:00,15,spot,2026-03-07 16:34:04.343582+00:00,,,,,4.8650,,,,,,0E-8,0.0000,position-init-csv
12,2026-03-07 16:31:46.460218+00:00,2026-03-08 12:10:27.265508+00:00,23,spot,2026-03-07 16:34:04.340662+00:00,,,,,15.7900,,10.3000,1.0300,6.5200,2024年报,0E-8,0.0000,position-init-csv
6,2026-03-07 16:31:46.429233+00:00,2026-03-08 12:10:26.870976+00:00,17,spot,2026-03-07 16:34:04.336116+00:00,,,,,45.8300,,22.6000,2.2600,4.9300,2024年报,0E-8,0.0000,position-init-csv
7,2026-03-07 16:31:46.432040+00:00,2026-03-08 12:10:26.656875+00:00,18,spot,2026-03-07 16:34:04.331424+00:00,,,,,39.2000,,20.0000,2.0000,5.1000,2024年报,0E-8,0.0000,position-init-csv
11,2026-03-07 16:31:46.443422+00:00,2026-03-07 16:34:04.324364+00:00,22,spot,2026-03-07 16:34:04.323961+00:00,,,,,15.9500,,,,,,0E-8,0.0000,position-init-csv
10,2026-03-07 16:31:46.440651+00:00,2026-03-07 16:34:04.321227+00:00,21,spot,2026-03-07 16:34:04.320909+00:00,,,,,48.8000,,,,,,0E-8,0.0000,position-init-csv
9,2026-03-07 16:31:46.437820+00:00,2026-03-07 16:34:04.317787+00:00,20,spot,2026-03-07 16:34:04.317495+00:00,,,,,61.8000,,,,,,0E-8,0.0000,position-init-csv
8,2026-03-07 16:31:46.434434+00:00,2026-03-07 16:34:04.315097+00:00,19,spot,2026-03-07 16:34:04.314799+00:00,,,,,130.7000,,,,,,0E-8,0.0000,position-init-csv
5,2026-03-07 16:31:46.426267+00:00,2026-03-07 16:34:04.304024+00:00,16,spot,2026-03-07 16:34:04.303631+00:00,,,,,1.4910,,,,,,0E-8,0.0000,position-init-csv
