id,created_at,updated_at,report_date,reported_at,quote_count,ok_count,missing_instrument_count,missing_price_count,index_50_last_price,index_50_prev_close,index_50_change_pct,index_50_priced_at,index_50_status,index_50_source,index_300_last_price,index_300_prev_close,index_300_change_pct,index_300_priced_at,index_300_status,index_300_source,index_1000_last_price,index_1000_prev_close,index_1000_change_pct,index_1000_priced_at,index_1000_status,index_1000_source,chinext_last_price,chinext_prev_close,chinext_change_pct,chinext_priced_at,chinext_status,chinext_source,star_50_last_price,star_50_prev_close,star_50_change_pct,star_50_priced_at,star_50_status,star_50_source,hstech_last_price,hstech_prev_close,hstech_change_pct,hstech_priced_at,hstech_status,hstech_source,bse_50_last_price,bse_50_prev_close,bse_50_change_pct,bse_50_priced_at,bse_50_status,bse_50_source,csi_2000_last_price,csi_2000_prev_close,csi_2000_change_pct,csi_2000_priced_at,csi_2000_status,csi_2000_source,usdcnh_last_price,usdcnh_prev_close,usdcnh_change_pct,usdcnh_priced_at,usdcnh_status,usdcnh_source,hkdcnh_last_price,hkdcnh_prev_close,hkdcnh_change_pct,hkdcnh_priced_at,hkdcnh_status,hkdcnh_source,cn10y_last_price,cn10y_prev_close,cn10y_change_pct,cn10y_priced_at,cn10y_status,cn10y_source,securities_881157_last_price,securities_881157_prev_close,securities_881157_change_pct,securities_881157_priced_at,securities_881157_status,securities_881157_source,indicator_300_vs_2000_left_value,indicator_300_vs_2000_right_value,indicator_300_vs_2000_diff_value,indicator_300_vs_2000_category,indicator_300_vs_2000_summary,indicator_sh_vs_chinext_left_value,indicator_sh_vs_chinext_right_value,indicator_sh_vs_chinext_diff_value,indicator_sh_vs_chinext_category,indicator_sh_vs_chinext_summary,indicator_sh_vs_hstech_left_value,indicator_sh_vs_hstech_right_value,indicator_sh_vs_hstech_diff_value,indicator_sh_vs_hstech_category,indicator_sh_vs_hstech_summary
1,2026-03-07 16:59:45.206532+00:00,2026-03-07 17:02:44.186817+00:00,2026-03-08,2026-03-07 17:02:44.178808+00:00,12,12,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
